"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","InformationSheet","consent","ideology","left_right","party","national_pride_1","national_pride_2","ac1","ft_trump","ft_biden","ft_anti_vaxxers","ft_climate_activists","ft_undoc_im","ft_doc_im","ft_unions","randomisation","transitionVignettes","TransitionControl","V1demxval","V2demxsec","V3repxval","V4repxsec","Control","integrvalues","geneq","sexconsent","integrlanguage","placebo_corporate_tax","ac2","pride_western_values","muslim1","muslim2","latino1","latino2","diversity","perceived_value_clash","mc1_party","mc1_party_other","mc2_latinos","mc2_muslims","mc2_western_europeans","mc2_africans","mc2_eastern_europeans","mc2_me_na","mc2_mexicans","mc2_americans","mc2_woman","mc2_asians","mc2_whites","mc2_blacks","mc2_men","mc2_other","mc3_threat","mc3_other","parents_born","residence","residence_other","education","education_other","employment_status","employment_status_other","household_income","race","race_other","gender","gender_other","debriefing","end","interviewtime","groupTime192","ProlificPIDTime","ProlificSessionIDTime","ProlificStudyIDTime","groupTime191","InformationSheetTime","consentTime","groupTime193","Q1Time","Q2Time","Q3Time","Q5Time","groupTime194","Q6Time","groupTime203","gleichungTime","groupTime202","transitionVignettesTime","TransitionControlTime","groupTime196","V1demxvalTime","V2demxsecTime","V3repxvalTime","V4repxsecTime","ControlTime","groupTime197","Q7Time","Q8Time","groupTime198","Q11Time","Q12Time","Q13Time","groupTime199","MC1Time","MC2Time","MC3Time","groupTime195","QD1Time","QD2Time","QD3Time","QD4Time","QD5Time","QD6Time","QD7Time","groupTime200","debriefingTime","endTime","prolific_submission_id","prolific_review_status","Custom study tncs accepted at","prolific_start","prolific_end","prolific_review_date","prolific_archived_date","duration","prolific_completion_code","prolific_total_approvals","prolific_political_spectrum","age","prolific_sex","ethnicity","country_of_birth","country_of_residence","nationality","language","student_status","prolific_employment_status","immigration","imm_pro_con","immigration_dichot","treatment","integration","genderpolicies","latino1_reversed","latino","muslim","left_right_collapsed","left_right_five","gender_extended","gender_collapsed","party_collapsed","party_collapsed_num","born_us","continent_of_birth","imm_background","race_collapsed","race_labelled","race_collapsed_label","merged_race","cohort_labelled","cohort_num","residence_collapsed","residence_collapsed_label","education_label","unemployed","household_income_label"
2392,2024-07-10 20:10:26,12,"en",1426372253,2024-07-10 20:07:24,2024-07-10 20:10:26,NA,"consent given",6,15,1,4,3,1,0,70,0,70,70,70,70,5,NA,NA,NA,NA,NA,NA,NA,5,8,10,5,0,1,4,4,1,1,4,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"5",NA,5,NA,"1",NA,2,"3",NA,"Men",NA,NA,NA,182.87,NA,NA,NA,NA,7.93,NA,NA,31.1,NA,NA,NA,NA,25.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.07,NA,NA,46.89,NA,NA,NA,NA,NA,NA,NA,19.96,NA,NA,NA,NA,NA,NA,NA,5.04,NA,NA,"668ecdcd724c91cf6a426ef8","AWAITING REVIEW","Not Applicable",2024-07-10 18:07:19.884,2024-07-10 18:10:29.389,NA,2024-07-10 18:10:30.06412,190,"CBDIKNY0",4213,"Liberal","33","Male","Other","United States","United States","United States","Spanish","No","Full-Time",70,0,1,"control",5,9,5,4.5,2.5,"Left-leaning","strong_left","Male","Male","Democratic",1,1,"North America (US)",1,0,"Hispanic / Latino","Non-white","Hispanic / Latino","6 - 90s",2,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Between $40,000 and $79,999 per year"
2393,2024-07-10 20:13:45,12,"en",82905678,2024-07-10 20:07:27,2024-07-10 20:13:45,NA,"consent given",6,12,3,2,5,1,0,75,0,85,50,50,80,3,NA,NA,NA,NA,NA,NA,NA,4,7,7,5,0,1,3,4,2,2,4,7,2,"Republican",NA,NA,"Y",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,0,"3",NA,5,NA,"1",NA,2,"1",NA,"Men",NA,NA,NA,383.85,NA,NA,NA,NA,10.73,NA,NA,37.77,NA,NA,NA,NA,53.49,NA,NA,NA,10.32,NA,NA,31.53,NA,NA,NA,NA,NA,56.45,NA,NA,60.68,NA,NA,NA,62.67,NA,NA,NA,40.84,NA,NA,NA,NA,NA,NA,NA,19.37,NA,NA,"668ecdd01acaf7fb24453fd2","AWAITING REVIEW","Not Applicable",2024-07-10 18:07:22.385,2024-07-10 18:13:56.433,NA,2024-07-10 18:15:19.630114,395,"CBDIKNY0",775,"Liberal","41","Male","White","United States","United States","United States","English","No","Part-Time",50,1,NA,"t1",4.5,7,4,4,3,"Left-leaning","strong_left","Male","Male","Democratic",1,1,"North America (US)",0,1,"White","White","White","5 - 80s",3,0,"Other","4-Year College Degree",0,"Between $40,000 and $79,999 per year"
2394,2024-07-10 20:11:54,12,"en",1189401715,2024-07-10 20:07:27,2024-07-10 20:11:54,NA,"consent given",7,0,4,3,3,1,0,0,0,60,100,100,70,2,NA,NA,NA,NA,NA,NA,NA,0,8,7,0,5,1,4,5,2,1,3,5,5,"Democratic",NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,"Y",NA,NA,NA,NA,"2",NA,1,"2",NA,3,NA,"1",NA,2,"4",NA,"Men",NA,NA,NA,270.82,NA,NA,NA,NA,7.06,NA,NA,28.75,NA,NA,NA,NA,24.89,NA,NA,NA,5.22,NA,NA,27.02,NA,NA,NA,NA,NA,56.25,NA,NA,53.41,NA,NA,NA,38.38,NA,NA,NA,22.63,NA,NA,NA,NA,NA,NA,NA,7.21,NA,NA,"668ecd51c9645747122fc4af","AWAITING REVIEW","Not Applicable",2024-07-10 18:07:25.283,2024-07-10 18:11:56.46,NA,2024-07-10 18:14:26.888151,272,"CBDIKNY0",5551,"Liberal","25","Male","Asian","United States","United States","United States","English","No","Other",100,0,1,"t4",0,7.5,5,4,3.5,"Left-leaning","strong_left","Male","Male","Independent",2,1,"North America (US)",1,0,"Asian","Non-white","Asian","6 - 90s",2,0,"Other","Some College",0,"Between $40,000 and $79,999 per year"
2395,2024-07-10 20:11:41,12,"en",1518411378,2024-07-10 20:07:29,2024-07-10 20:11:41,NA,"consent given",7,6,1,4,4,1,0,80,0,75,50,77,86,4,NA,NA,NA,NA,NA,NA,NA,8,10,10,6,0,1,5,4,4,3,4,8,5,"Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Y","Y",NA,NA,"Y",NA,NA,"2",NA,0,"5",NA,3,NA,"1",NA,2,"1",NA,"Men",NA,NA,NA,256.94,NA,NA,NA,NA,13.4,NA,NA,26.53,NA,NA,NA,NA,38.34,NA,NA,NA,4.82,NA,NA,24.82,NA,NA,NA,NA,NA,46.23,NA,NA,47.75,NA,NA,NA,32.72,NA,NA,NA,18.26,NA,NA,NA,NA,NA,NA,NA,4.07,NA,NA,"668ecdd73bb58bb1a7cb48cb","AWAITING REVIEW","Not Applicable",2024-07-10 18:07:25.493,2024-07-10 18:11:43.175,NA,2024-07-10 18:14:19.003631,258,"CBDIKNY0",106,"Liberal","50","Male","White","United States","United States","United States","English","No","Full-Time",63.5,0,1,"t2",7,10,3,3.5,4,"Left-leaning","strong_left","Male","Male","Democratic",1,1,"North America (US)",0,1,"White","White","White","4 - 70s",4,1,"Larger city or suburb to a larger city ","Some College",0,"Between $40,000 and $79,999 per year"
2396,2024-07-10 20:12:36,12,"en",150702656,2024-07-10 20:07:36,2024-07-10 20:12:36,NA,"consent given",6,9,2,5,1,1,25,89,43,68,65,76,70,5,NA,NA,NA,NA,NA,NA,NA,9,9,6,8,7,1,4,4,5,3,3,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"5",NA,5,NA,"1",NA,3,"2",NA,"Men",NA,NA,NA,303.22,NA,NA,NA,NA,9.81,NA,NA,37.24,NA,NA,NA,NA,141.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.55,NA,NA,36.75,NA,NA,NA,NA,NA,NA,NA,44.42,NA,NA,NA,NA,NA,NA,NA,5.03,NA,NA,"668ecdaa0c3f789d90c7d031","AWAITING REVIEW","Not Applicable",2024-07-10 18:07:32.895,2024-07-10 18:12:40.878,NA,2024-07-10 18:14:47.297041,308,"CBDIKNY0",3387,"Liberal","35","Male","Black","Ghana","United States","United States","English","Yes","Full-Time",70.5,0,1,"control",8.5,7.5,3,3,4.5,"Left-leaning","strong_left","Male","Male","Democratic",1,0,"Africa",0,0,"Black","Non-white","Black","5 - 80s",3,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Between $80,000 and $119,999 per year"
2397,2024-07-10 20:11:52,12,"en",1988348532,2024-07-10 20:07:51,2024-07-10 20:11:52,NA,"consent given",6,15,2,3,3,1,10,76,6,45,55,56,50,5,NA,NA,NA,NA,NA,NA,NA,1,5,6,2,5,1,3,4,3,3,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"1",NA,2,NA,"0",NA,1,"1",NA,"Women",NA,NA,NA,244.04,NA,NA,NA,NA,16.75,NA,NA,31.08,NA,NA,NA,NA,58.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.24,NA,NA,49.48,NA,NA,NA,NA,NA,NA,NA,25.21,NA,NA,NA,NA,NA,NA,NA,7.53,NA,NA,"668ecc75c6f18dddadb412a1","AWAITING REVIEW","Not Applicable",2024-07-10 18:07:42.999,2024-07-10 18:11:58.614,NA,2024-07-10 18:14:28.244528,256,"CBDIKNY0",1472,"Liberal","22","Male","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)",55.5,0,1,"control",1.5,5.5,3,3,3.5,"Left-leaning","strong_left","Female","Other","Democratic",1,1,"North America (US)",0,1,"White","White","White","7 - 2000+",1,0,"Other","High School Graduate",1,"Under $40,000 per year"
2398,2024-07-10 20:10:39,12,"en",567372116,2024-07-10 20:07:54,2024-07-10 20:10:39,NA,"consent given",6,13,2,1,5,1,0,33,0,100,77,100,100,2,NA,NA,NA,NA,NA,NA,NA,0,10,5,2,5,1,1,4,1,1,4,10,0,"Democratic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,"2",NA,2,"2",NA,3,NA,"1",NA,1,"3",NA,"Men",NA,NA,NA,166.78,NA,NA,NA,NA,5.96,NA,NA,19.17,NA,NA,NA,NA,35.44,NA,NA,NA,6.07,NA,NA,12.04,NA,NA,NA,NA,NA,17.9,NA,NA,27.18,NA,NA,NA,20.21,NA,NA,NA,17.44,NA,NA,NA,NA,NA,NA,NA,5.37,NA,NA,"668ecdba52e932af16f97db0","AWAITING REVIEW","Not Applicable",2024-07-10 18:07:50.66,2024-07-10 18:10:42.685,NA,2024-07-10 18:10:43.589226,173,"CBDIKNY0",752,"Liberal","25","Male","Mixed","United States","United States","United States","English","No","Full-Time",88.5,0,1,"t4",1,7.5,5,4.5,2.5,"Left-leaning","strong_left","Male","Male","Democratic",1,1,"North America (US)",1,0,"Hispanic / Latino","Non-white","Hispanic / Latino","6 - 90s",2,0,"Other","Some College",0,"Under $40,000 per year"
2399,2024-07-10 20:10:16,12,"en",664320338,2024-07-10 20:08:05,2024-07-10 20:10:16,NA,"consent given",6,5,2,3,3,1,0,50,0,50,50,50,66,5,NA,NA,NA,NA,NA,NA,NA,5,10,5,0,0,1,3,5,5,1,4,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"4",NA,5,NA,"1",NA,4,"3",NA,"Men",NA,NA,NA,134.03,NA,NA,NA,NA,5.2,NA,NA,15.28,NA,NA,NA,NA,23.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.43,NA,NA,41.58,NA,NA,NA,NA,NA,NA,NA,15.37,NA,NA,NA,NA,NA,NA,NA,2.89,NA,NA,"668ecdfb287257f9685fbc3b","AWAITING REVIEW","Not Applicable",2024-07-10 18:08:01.735,2024-07-10 18:10:22.275,NA,2024-07-10 18:10:23.066026,141,"CBDIKNY0",2365,"Liberal","39","Male","White","United States","United States","United States","English","No","Full-Time",50,1,NA,"control",2.5,7.5,5,4.5,5,"Left-leaning","strong_left","Male","Male","Democratic",1,1,"North America (US)",1,0,"Hispanic / Latino","Non-white","Hispanic / Latino","5 - 80s",3,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Between $120,000 and $199,999 per year"
2400,2024-07-10 20:16:08,12,"en",1069117777,2024-07-10 20:08:07,2024-07-10 20:16:08,NA,"consent given",6,20,2,4,4,1,0,75,0,80,80,95,80,1,NA,NA,NA,NA,NA,NA,NA,8,10,10,2,5,1,4,4,3,1,4,5,3,"No party stated",NA,"Y","Y",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,1,"5",NA,6,NA,"1",NA,4,"1",NA,"Men",NA,NA,NA,485.36,NA,NA,NA,NA,9.44,NA,NA,48.98,NA,NA,NA,NA,88.7,NA,NA,NA,3.67,NA,NA,37.11,NA,NA,NA,NA,NA,63.89,NA,NA,90.92,NA,NA,NA,101.47,NA,NA,NA,34.27,NA,NA,NA,NA,NA,NA,NA,6.91,NA,NA,"668ecdfd621c485d38f0623d","AWAITING REVIEW","Not Applicable",2024-07-10 18:08:04.2,2024-07-10 18:16:12.604,NA,2024-07-10 18:16:19.234477,489,"CBDIKNY0",8668,"Liberal","63","Male","White","Italy","United States","United States","Italian","No","Full-Time",87.5,0,1,"t3",5,10,5,4.5,3.5,"Left-leaning","slight_left","Male","Male","Democratic",1,0,"Europe",1,1,"White","White","White","3 - 60s",5,1,"Larger city or suburb to a larger city ","Post Graduate (e.g., masters, PhD, JD)",0,"Between $120,000 and $199,999 per year"
2401,2024-07-10 20:10:28,12,"en",592693664,2024-07-10 20:08:13,2024-07-10 20:10:28,NA,"consent given",1,100,7,5,1,1,100,0,50,0,0,60,40,5,NA,NA,NA,NA,NA,NA,NA,10,0,5,10,8,1,5,2,5,5,2,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2",NA,3,NA,"1",NA,4,"1",NA,"Men",NA,NA,NA,137.99,NA,NA,NA,NA,6.45,NA,NA,15.16,NA,NA,NA,NA,30.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.84,NA,NA,38.23,NA,NA,NA,NA,NA,NA,NA,18.69,NA,NA,NA,NA,NA,NA,NA,3.34,NA,NA,"668ece049f39afeb02d63000","AWAITING REVIEW","Not Applicable",2024-07-10 18:08:09.074,2024-07-10 18:10:30.817,NA,2024-07-10 18:10:31.536236,142,"CBDIKNY0",410,"Conservative","18","Male","White","United States","United States","United States","English","Yes","Part-Time",30,2,0,"control",10,2.5,1,1.5,3.5,"Right-leaning","strong_right","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","7 - 2000+",1,0,"Other","Some College",0,"Between $120,000 and $199,999 per year"
2402,2024-07-10 20:15:33,12,"en",973782843,2024-07-10 20:08:18,2024-07-10 20:15:33,NA,"consent given",6,20,2,5,1,1,0,100,0,100,10,100,100,2,NA,NA,NA,NA,NA,NA,NA,9,10,10,5,0,1,5,5,2,1,4,9,1,"Democratic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It could have been any group including those from the Carribean.","2",NA,0,"3",NA,3,NA,"-oth-","Retired",2,"1",NA,"Men",NA,NA,NA,439.07,NA,NA,NA,NA,10.48,NA,NA,39.44,NA,NA,NA,NA,73.77,NA,NA,NA,5.05,NA,NA,29.31,NA,NA,NA,NA,NA,47.18,NA,NA,84.29,NA,NA,NA,88.62,NA,NA,NA,43.97,NA,NA,NA,NA,NA,NA,NA,16.96,NA,NA,"668ece04f884ec4969577ab7","AWAITING REVIEW","Not Applicable",2024-07-10 18:08:15.839,2024-07-10 18:15:36.269,NA,2024-07-10 18:16:05.693614,441,"CBDIKNY0",856,"Liberal","63","Male","White","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)",55,0,1,"t4",7,10,5,4.5,3.5,"Left-leaning","slight_left","Male","Male","Democratic",1,1,"North America (US)",0,1,"White","White","White","3 - 60s",5,0,"Other","Some College",0,"Between $40,000 and $79,999 per year"
2403,2024-07-10 20:13:46,12,"en",486548001,2024-07-10 20:08:20,2024-07-10 20:13:46,NA,"consent given",2,90,6,5,1,1,80,0,0,10,0,100,50,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,10,5,1,4,4,4,3,2,5,5,"Democratic",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,0,"4",NA,6,NA,"1",NA,5,"1",NA,"Women",NA,NA,NA,329.94,NA,NA,NA,NA,8.68,NA,NA,42.84,NA,NA,NA,NA,59.75,NA,NA,NA,5.29,NA,NA,37.95,NA,NA,NA,NA,NA,43.08,NA,NA,50.66,NA,NA,NA,49.99,NA,NA,NA,24.18,NA,NA,NA,NA,NA,NA,NA,7.52,NA,NA,"668ece0b82d7fa9754e127a6","AWAITING REVIEW","Not Applicable",2024-07-10 18:08:16.769,2024-07-10 18:13:53.382,NA,2024-07-10 18:15:19.102884,337,"CBDIKNY0",142,"Conservative","57","Female","White","United States","United States","United States","English","No","Full-Time",50,1,NA,"t3",5.5,1,3,2.5,4,"Right-leaning","strong_right","Female","Other","Republican",3,1,"North America (US)",0,1,"White","White","White","3 - 60s",5,1,"Larger city or suburb to a larger city ","Post Graduate (e.g., masters, PhD, JD)",0,"Above $200,000 per year"
2404,2024-07-10 20:22:06,12,"en",1001719101,2024-07-10 20:08:23,2024-07-10 20:22:06,NA,"consent given",7,11,2,1,5,1,3,26,0,87,69,78,95,4,NA,NA,NA,NA,NA,NA,NA,7,8,8,9,1,1,1,3,3,3,3,3,3,"No party stated",NA,NA,"Y",NA,NA,NA,"Y",NA,"Y","Y",NA,NA,NA,"Y",NA,"2",NA,1,"2",NA,5,NA,"1",NA,1,"1",NA,"Men",NA,NA,NA,827.09,NA,NA,NA,NA,311.13,NA,NA,283.28,NA,NA,NA,NA,17.65,NA,NA,NA,2.91,NA,NA,17.52,NA,NA,NA,NA,NA,26.99,NA,NA,123.82,NA,NA,NA,25.23,NA,NA,NA,15.22,NA,NA,NA,NA,NA,NA,NA,3.34,NA,NA,"668ece11c21a76344e2bd625","AWAITING REVIEW","Not Applicable",2024-07-10 18:08:21.188,2024-07-10 18:22:08.64,NA,2024-07-10 18:22:09.338873,828,"CBDIKNY0",3795,"Liberal","37","Male","White","United States","United States","United States","English","No","Full-Time",73.5,0,1,"t2",8,8,3,3,3,"Left-leaning","strong_left","Male","Male","Democratic",1,1,"North America (US)",1,1,"White","White","White","5 - 80s",3,0,"Other","4-Year College Degree",0,"Under $40,000 per year"
2405,2024-07-10 20:12:57,12,"en",1407081108,2024-07-10 20:08:31,2024-07-10 20:12:57,NA,"consent given",6,50,2,3,3,1,0,50,0,35,75,75,76,4,NA,NA,NA,NA,NA,NA,NA,5,5,7,2,2,1,4,3,2,2,4,1,3,"Republican",NA,NA,NA,NA,NA,NA,NA,"Y",NA,"Y",NA,NA,NA,"Y",NA,"2",NA,1,"4",NA,5,NA,"1",NA,3,"3",NA,"Men",NA,NA,NA,269.9,NA,NA,NA,NA,7.49,NA,NA,23.56,NA,NA,NA,NA,44.14,NA,NA,NA,4.71,NA,NA,25.97,NA,NA,NA,NA,NA,39.74,NA,NA,60.22,NA,NA,NA,31,NA,NA,NA,21.52,NA,NA,NA,NA,NA,NA,NA,11.55,NA,NA,"668ece1c758a6f7bfeb2a48f","AWAITING REVIEW","Not Applicable",2024-07-10 18:08:28.82,2024-07-10 18:12:59.697,NA,2024-07-10 18:14:52.82057,271,"CBDIKNY0",1574,"Liberal","36","Male","White","United States","United States","United States","English","Yes","Part-Time",75,0,1,"t2",3.5,6,4,4,2.5,"Centrist","middle","Male","Male","Democratic",1,1,"North America (US)",1,0,"Hispanic / Latino","Non-white","Hispanic / Latino","5 - 80s",3,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Between $80,000 and $119,999 per year"
2406,2024-07-10 20:19:11,12,"en",1104654112,2024-07-10 20:08:39,2024-07-10 20:19:11,NA,"consent given",3,65,4,3,5,1,0,20,100,100,50,100,100,1,NA,NA,NA,NA,NA,NA,NA,10,5,5,10,5,1,1,5,1,3,1,0,10,"Democratic",NA,"Y",NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,"1",NA,0,"4",NA,2,NA,"1",NA,1,"-oth-","Negro/Jew","Men",NA,NA,NA,637.05,NA,NA,NA,NA,44.71,NA,NA,70.14,NA,NA,NA,NA,95.64,NA,NA,NA,12.61,NA,NA,56.93,NA,NA,NA,NA,NA,97.84,NA,NA,102.51,NA,NA,NA,66.45,NA,NA,NA,63.44,NA,NA,NA,NA,NA,NA,NA,26.78,NA,NA,"668ece0f06ceaabdbdb16e9d","AWAITING REVIEW","Not Applicable",2024-07-10 18:08:30.562,2024-07-10 18:19:14.584,NA,2024-07-10 18:19:15.350669,645,"CBDIKNY0",280,"Conservative","46","Male","Black","United States","United States","United States","English","Yes","Part-Time",75,0,1,"t3",10,5,3,2,3,"Right-leaning","slight_right","Male","Male","Independent",2,1,"North America (US)",0,0,"Other","Non-white","Mixed","4 - 70s",4,1,"Larger city or suburb to a larger city ","High School Graduate",0,"Under $40,000 per year"
2407,2024-07-10 20:17:47,12,"en",247300777,2024-07-10 20:08:45,2024-07-10 20:17:47,NA,"consent given",6,20,2,3,2,1,8,60,2,93,64,85,77,5,NA,NA,NA,NA,NA,NA,NA,5,7,9,2,6,1,4,3,2,3,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"4",NA,2,NA,"1",NA,3,"3",NA,"Men",NA,NA,NA,545.31,NA,NA,NA,NA,75.06,NA,NA,19.94,NA,NA,NA,NA,230.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.81,NA,NA,84.99,NA,NA,NA,NA,NA,NA,NA,28.02,NA,NA,NA,NA,NA,NA,NA,4.94,NA,NA,"668ece29830dd6bc5fe91af8","AWAITING REVIEW","Not Applicable",2024-07-10 18:08:41.15,2024-07-10 18:17:49.615,NA,2024-07-10 18:17:50.582907,549,"CBDIKNY0",2048,"Liberal","31","Male","White","United States","United States","United States","English","No","Full-Time",74.5,0,1,"control",3.5,8,3,3.5,2.5,"Left-leaning","slight_left","Male","Male","Democratic",1,1,"North America (US)",0,0,"Hispanic / Latino","Non-white","Hispanic / Latino","6 - 90s",2,1,"Larger city or suburb to a larger city ","High School Graduate",0,"Between $80,000 and $119,999 per year"
2409,2024-07-10 20:11:28,12,"en",2074773999,2024-07-10 20:08:49,2024-07-10 20:11:28,NA,"consent given",2,67,5,4,2,1,95,0,60,5,0,35,50,3,NA,NA,NA,NA,NA,NA,NA,5,0,2,10,3,1,4,1,5,3,3,8,10,"Republican",NA,NA,"Y",NA,"Y",NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,2,"5",NA,6,NA,"1",NA,3,"4",NA,"Men",NA,NA,NA,162.92,NA,NA,NA,NA,4.92,NA,NA,18.88,NA,NA,NA,NA,24.55,NA,NA,NA,2.72,NA,NA,13.5,NA,NA,NA,NA,NA,24.96,NA,NA,27.75,NA,NA,NA,26.06,NA,NA,NA,14.49,NA,NA,NA,NA,NA,NA,NA,5.09,NA,NA,"668ece2b351ea9cb2496ae3e","AWAITING REVIEW","Not Applicable",2024-07-10 18:08:46.787,2024-07-10 18:11:29.325,NA,2024-07-10 18:11:30.082389,163,"CBDIKNY0",383,"Conservative","34","Male","Asian","United States","United States","United States","English","No","Full-Time",17.5,2,0,"t1",7.5,1,3,3,3,"Right-leaning","slight_right","Male","Male","Republican",3,1,"North America (US)",1,0,"Asian","Non-white","Asian","6 - 90s",2,1,"Larger city or suburb to a larger city ","Post Graduate (e.g., masters, PhD, JD)",0,"Between $80,000 and $119,999 per year"
2411,2024-07-10 20:13:07,12,"en",318324815,2024-07-10 20:08:49,2024-07-10 20:13:07,NA,"consent given",2,85,7,5,1,1,85,5,75,5,5,20,40,5,NA,NA,NA,NA,NA,NA,NA,10,1,4,10,5,1,5,1,5,3,2,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"4",NA,2,NA,"1",NA,4,"1",NA,"Men",NA,NA,NA,261.72,NA,NA,NA,NA,8.52,NA,NA,40.85,NA,NA,NA,NA,59.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.65,NA,NA,81.63,NA,NA,NA,NA,NA,NA,NA,18.23,NA,NA,NA,NA,NA,NA,NA,4.26,NA,NA,"668ece2679551fc1cc137775","AWAITING REVIEW","Not Applicable",2024-07-10 18:08:47.043,2024-07-10 18:13:09.722,NA,2024-07-10 18:14:57.272852,263,"CBDIKNY0",758,"Conservative","51","Male","Mixed","United States","United States","United States","English","No","Part-Time",12.5,2,0,"control",10,2.5,3,2.5,3,"Right-leaning","strong_right","Male","Male","Republican",3,1,"North America (US)",0,1,"White","White","White","4 - 70s",4,1,"Larger city or suburb to a larger city ","High School Graduate",0,"Between $120,000 and $199,999 per year"
2412,2024-07-10 20:14:46,12,"en",660317038,2024-07-10 20:09:21,2024-07-10 20:14:46,NA,"consent given",7,10,1,3,3,1,0,60,0,70,100,100,100,1,NA,NA,NA,NA,NA,NA,NA,0,10,10,0,0,1,3,5,1,1,5,5,0,"Democratic",NA,"Y","Y",NA,"Y",NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,"1",NA,2,"5",NA,5,NA,"1",NA,2,"3",NA,"Men",NA,NA,NA,330.42,NA,NA,NA,NA,88.81,NA,NA,25.45,NA,NA,NA,NA,33.77,NA,NA,NA,12.53,NA,NA,18.3,NA,NA,NA,NA,NA,39.89,NA,NA,48.42,NA,NA,NA,40.8,NA,NA,NA,17.8,NA,NA,NA,NA,NA,NA,NA,4.65,NA,NA,"668ecd4abaed5c73e7b614d6","AWAITING REVIEW","Not Applicable",2024-07-10 18:09:19.167,2024-07-10 18:14:49.379,NA,2024-07-10 18:15:30.585378,331,"CBDIKNY0",6451,"Liberal","34","Male","White","United States","United States","United States","English","No","Full-Time",100,0,1,"t3",0,10,5,5,3,"Left-leaning","strong_left","Male","Male","Democratic",1,1,"North America (US)",1,0,"Hispanic / Latino","Non-white","Hispanic / Latino","6 - 90s",2,1,"Larger city or suburb to a larger city ","4-Year College Degree",0,"Between $40,000 and $79,999 per year"
